ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S22,5,TAMIL NADU,SRIPERUMBUDUR,14,"PALANI, A. THIRU",Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,15,BHARATHIDASAN R. THIRU.,Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,16,"PUGAZHENDI, A. THIRU",Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,17,"MADHAVARAJ, K.V. THIRU.",Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,18,"RAMESH, THIRU",Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,19,"RAMACHANDIRAN, K. THIRU",Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,20,"RAJAGOPAL MALLAR, P. THIRU",Independent
S22,5,TAMIL NADU,SRIPERUMBUDUR,21,"SRIDHAR,M.THIRU",Independent
S22,6,TAMIL NADU,KANCHEEPURAM,1,SATHIYARAJ  J.S,Bahujan Samaj Party
S22,6,TAMIL NADU,KANCHEEPURAM,2,SELVAM  G,Dravida Munnetra Kazhagam
S22,6,TAMIL NADU,KANCHEEPURAM,3,MARAGATHAM  K,All India Anna Dravida Munnetra Kazhagam
S22,6,TAMIL NADU,KANCHEEPURAM,4,VISWANATHAN  P,Indian National Congress
S22,6,TAMIL NADU,KANCHEEPURAM,5,SATHYA  C.E.,Marumalarchi Dravida Munnetra Kazhagam
S22,6,TAMIL NADU,KANCHEEPURAM,6,ULAGANATHAN  .A,Independent
S22,6,TAMIL NADU,KANCHEEPURAM,7,"SATHIYANATHAN, N.",Independent
S22,6,TAMIL NADU,KANCHEEPURAM,8,SRINIVASAN C.,Independent
S22,6,TAMIL NADU,KANCHEEPURAM,9,PARGUNAN  A.,Independent
S22,6,TAMIL NADU,KANCHEEPURAM,10,"BALAMURUGAN, R",Independent
S22,6,TAMIL NADU,KANCHEEPURAM,11,MARAGATHAM M,Independent
S22,7,TAMIL NADU,ARAKKONAM,1,"HARI, G.",All India Anna Dravida Munnetra Kazhagam
S22,7,TAMIL NADU,ARAKKONAM,2,"ELANGO, N.R",Dravida Munnetra Kazhagam
S22,7,TAMIL NADU,ARAKKONAM,3,"DASS, D.",Bahujan Samaj Party
S22,7,TAMIL NADU,ARAKKONAM,4,"RAJESH, R",Indian National Congress
S22,7,TAMIL NADU,ARAKKONAM,5,"RAJESH, S.",Aam Aadmi Party
S22,7,TAMIL NADU,ARAKKONAM,6,"VELU, R.",Pattali Makkal Katchi
S22,7,TAMIL NADU,ARAKKONAM,7,"HARI, S.",Independent
S22,7,TAMIL NADU,ARAKKONAM,8,"HARI, S.",Independent
S22,7,TAMIL NADU,ARAKKONAM,9,"HARIKRISHNAN, P.",Independent
S22,7,TAMIL NADU,ARAKKONAM,10,"ARUN, N.",Independent
S22,7,TAMIL NADU,ARAKKONAM,11,"RAVI, V.",Independent
S22,7,TAMIL NADU,ARAKKONAM,12,"ELANGO, D.",Independent
S22,7,TAMIL NADU,ARAKKONAM,13,"ELANGO, N.",Independent
S22,7,TAMIL NADU,ARAKKONAM,14,"ELANGOVAN, A.",Independent
S22,7,TAMIL NADU,ARAKKONAM,15,"ELANGOVAN, D.",Independent
S22,7,TAMIL NADU,ARAKKONAM,16,PANCHU.UDAYAKUMAR,Independent
S22,7,TAMIL NADU,ARAKKONAM,17,"GAJENDRAN, S.",Independent
S22,7,TAMIL NADU,ARAKKONAM,18,"GOPINATHAN, G.",Independent
S22,7,TAMIL NADU,ARAKKONAM,19,"SADHU MUTHU KRISTNAN ERAJANDRAN, T.M.S.",Independent
S22,7,TAMIL NADU,ARAKKONAM,20,"SHETTU, S.",Independent
S22,7,TAMIL NADU,ARAKKONAM,21,"RAVI, N.D.",Independent
S22,7,TAMIL NADU,ARAKKONAM,22,"VADIVEL, A.",Independent
S22,7,TAMIL NADU,ARAKKONAM,23,"VISWANATHAN, P.",Independent
S22,7,TAMIL NADU,ARAKKONAM,24,"VELU, R.",Independent
S22,7,TAMIL NADU,ARAKKONAM,25,"VELU, D.",Independent
S22,7,TAMIL NADU,ARAKKONAM,26,"VELU, V.",Independent
S22,7,TAMIL NADU,ARAKKONAM,27,"SRIDHAR, R.S",Independent
S22,8,TAMIL NADU,VELLORE,1,"SHANMUGAM, A.C.",Bharatiya Janata Party
S22,8,TAMIL NADU,VELLORE,2,"SENGUTTUVAN, B.",All India Anna Dravida Munnetra Kazhagam
S22,8,TAMIL NADU,VELLORE,3,"VIJAY ELANCHEZIAN, J.",Indian National Congress
S22,8,TAMIL NADU,VELLORE,4,JAYAPRAKASH,Bahujan Samaj Party
S22,8,TAMIL NADU,VELLORE,5,"ABDUL RAHMAN, M.",Indian Union Muslim League
S22,8,TAMIL NADU,VELLORE,6,"IMDAD SHARIFF, A.",Aam Aadmi Party
S22,8,TAMIL NADU,VELLORE,7,"GANGADHARAN, K.",Tamil Nadu Makkal Congress
S22,8,TAMIL NADU,VELLORE,8,"NANDHA KUMAR, V.",Samajwadi Party
S22,8,TAMIL NADU,VELLORE,9,"GEORGE, V.A.",Bharatiya Dr. B.R.Ambedkar Janta Party
S22,8,TAMIL NADU,VELLORE,10,"SHAREEF BASHA, H.",Samata Party
S22,8,TAMIL NADU,VELLORE,11,"ABDUL RAHMAN, N.",Independent
S22,8,TAMIL NADU,VELLORE,12,"ABDUL RAHMAN, B.",Independent
S22,8,TAMIL NADU,VELLORE,13,"ESWARAN, R.",Independent
S22,8,TAMIL NADU,VELLORE,14,"GANGADARAN, K.",Independent
S22,8,TAMIL NADU,VELLORE,15,"KESAVAN, M.",Independent
S22,8,TAMIL NADU,VELLORE,16,"GOPU, C.",Independent
S22,8,TAMIL NADU,VELLORE,17,"GOVINDAN, C.",Independent
S22,8,TAMIL NADU,VELLORE,18,"SIVAPRAKASAM, R.S.",Independent
S22,8,TAMIL NADU,VELLORE,19,"SUGUMAR, K.",Independent
S22,8,TAMIL NADU,VELLORE,20,"DHANDAPANI, M.",Independent
S22,8,TAMIL NADU,VELLORE,21,"THIRUPATHY, T.",Independent
S22,8,TAMIL NADU,VELLORE,22,"MANIMARAN, M.",Independent
S22,8,TAMIL NADU,VELLORE,23,"LALITHA, K.",Independent
S22,8,TAMIL NADU,VELLORE,24,"VENKATESAN, R.",Independent
S22,9,TAMIL NADU,KRISHNAGIRI,1,ASHOK KUMAR.K,All India Anna Dravida Munnetra Kazhagam
S22,9,TAMIL NADU,KRISHNAGIRI,2,CHANBASHA.M,Bahujan Samaj Party
S22,9,TAMIL NADU,KRISHNAGIRI,3,CHINNA PILLAPPA.P,Dravida Munnetra Kazhagam
S22,9,TAMIL NADU,KRISHNAGIRI,4,CHELLAKUMAR. DR. A,Indian National Congress
S22,9,TAMIL NADU,KRISHNAGIRI,5,GOWDA.NSM,Janata Dal  (Secular)
S22,9,TAMIL NADU,KRISHNAGIRI,6,SUNDARAM.S,United Communist Party of India
S22,9,TAMIL NADU,KRISHNAGIRI,7,MANI.G.K,Pattali Makkal Katchi
S22,9,TAMIL NADU,KRISHNAGIRI,8,MUNIRAJ.K,Ulzaipali Makkal Katchy
S22,9,TAMIL NADU,KRISHNAGIRI,9,ASHOK KUMAR.A,Independent
S22,9,TAMIL NADU,KRISHNAGIRI,10,GANDHI.TVS,Independent
S22,9,TAMIL NADU,KRISHNAGIRI,11,SARAVANAN.V,Independent
S22,9,TAMIL NADU,KRISHNAGIRI,12,SOUNDARAJAN.M,Independent
S22,9,TAMIL NADU,KRISHNAGIRI,13,PATTABIRAMA.C,Independent
S22,9,TAMIL NADU,KRISHNAGIRI,14,VIRGINIYA BENATIN FRANCILES,Independent
S22,9,TAMIL NADU,KRISHNAGIRI,15,VINOTHKUMAR.P,Independent
S22,10,TAMIL NADU,DHARMAPURI,1,THAMARAISELVAN.R,Dravida Munnetra Kazhagam
S22,10,TAMIL NADU,DHARMAPURI,2,MOHAN.P.S,All India Anna Dravida Munnetra Kazhagam
S22,10,TAMIL NADU,DHARMAPURI,3,RAJINIKANTH.S,Bahujan Samaj Party
S22,10,TAMIL NADU,DHARMAPURI,4,RAMA SUGANTHAN,Indian National Congress
S22,10,TAMIL NADU,DHARMAPURI,5,ANBUMANI RAMADOSS,Pattali Makkal Katchi
S22,10,TAMIL NADU,DHARMAPURI,6,SAVITHIRI.K,Ulzaipali Makkal Katchy
S22,10,TAMIL NADU,DHARMAPURI,7,ANGURAJ.P,Independent
S22,10,TAMIL NADU,DHARMAPURI,8,ARIVAZHAGAN.P,Independent
S22,10,TAMIL NADU,DHARMAPURI,9,ARIVUDAINAMBI.M,Independent
S22,10,TAMIL NADU,DHARMAPURI,10,ANBUMANI.G,Independent
S22,10,TAMIL NADU,DHARMAPURI,11,ANANDKUMAR.K,Independent
S22,10,TAMIL NADU,DHARMAPURI,12,KUMARAN.V,Independent
S22,10,TAMIL NADU,DHARMAPURI,13,SAMBATH.M,Independent
S22,10,TAMIL NADU,DHARMAPURI,14,NATARAJAN.R,Independent
S22,10,TAMIL NADU,DHARMAPURI,15,PADMARAJAN.K.DR,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,1,ANNADURAI C N,Dravida Munnetra Kazhagam
S22,11,TAMIL NADU,THIRUVANNAMALAI,2,SUBRAMANIYAN A,Indian National Congress
S22,11,TAMIL NADU,THIRUVANNAMALAI,3,BASKARAN  M R,Bahujan Samaj Party
S22,11,TAMIL NADU,THIRUVANNAMALAI,4,VANAROJA R,All India Anna Dravida Munnetra Kazhagam
S22,11,TAMIL NADU,THIRUVANNAMALAI,5,ARUMUGAM C,Samajwadi Party
S22,11,TAMIL NADU,THIRUVANNAMALAI,6,EDIROLI MANIAN G,Pattali Makkal Katchi
S22,11,TAMIL NADU,THIRUVANNAMALAI,7,MANIKKAVEL M R,Janata Dal  (Secular)
S22,11,TAMIL NADU,THIRUVANNAMALAI,8,RAVINDRAN T,Tamil Nadu Makkal Congress
S22,11,TAMIL NADU,THIRUVANNAMALAI,9,ANNADURAI A,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,10,ANNADURAI B,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,11,ARUNACHALAM P,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,12,ARULJOTHI A,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,13,ANBALAGAN D,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,14,ARUMUGAM R,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,15,KAMARAJ M,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,16,KOTHANDAPANI B,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,17,SENTHIL S,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,18,PRABAKARAN L,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,19,MURUGAN P,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,20,MURUGESAN K,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,21,RAMESH P,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,22,LOGANATHAN P,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,23,VELMURUGAN A,Independent
S22,11,TAMIL NADU,THIRUVANNAMALAI,24,VAITHIYANATHAN S,Independent
S22,12,TAMIL NADU,ARANI,1,V.ELUMALAI,All India Anna Dravida Munnetra Kazhagam
S22,12,TAMIL NADU,ARANI,2,A.GANESAN,Bahujan Samaj Party
S22,12,TAMIL NADU,ARANI,3,R.SIVANANDAM,Dravida Munnetra Kazhagam
S22,12,TAMIL NADU,ARANI,4,M.K.VISHNU PRASAD,Indian National Congress
S22,12,TAMIL NADU,ARANI,5,V.ANNA VENKATESH,Anaithindia Dravidar Samudaya Munnetra Kazhagam
S22,12,TAMIL NADU,ARANI,6,A.K.MOORTHY,Pattali Makkal Katchi
S22,12,TAMIL NADU,ARANI,7,K.ELUMALAI,Independent
S22,12,TAMIL NADU,ARANI,8,S.ELUMALAI,Independent
S22,12,TAMIL NADU,ARANI,9,R.SARASWATHI,Independent
S22,12,TAMIL NADU,ARANI,10,H.SENTHILKUMAR,Independent
S22,12,TAMIL NADU,ARANI,11,S.SENTHILNATHAN,Independent
S22,12,TAMIL NADU,ARANI,12,M.DURAIRAJ,Independent
S22,12,TAMIL NADU,ARANI,13,A.MAHADEVAN,Independent
S22,12,TAMIL NADU,ARANI,14,S.MANIKANDAN,Independent
S22,12,TAMIL NADU,ARANI,15,M.MUNUSAMY,Independent
S22,12,TAMIL NADU,ARANI,16,K.MOORTHY,Independent
S22,12,TAMIL NADU,ARANI,17,V.MOORTHY,Independent
S22,12,TAMIL NADU,ARANI,18,S.RAMAMOORTHY,Independent
S22,12,TAMIL NADU,ARANI,19,P.LOGANATHAN,Independent
S22,13,TAMIL NADU,VILUPPURAM,1,ANANDAN G,Communist Party of India  (Marxist)
S22,13,TAMIL NADU,VILUPPURAM,2,UMASANKAR K,Desiya Murpokku Dravida Kazhagam
S22,13,TAMIL NADU,VILUPPURAM,3,KARUNSIRUTHAI KALIYAMURTHI G,Bahujan Samaj Party
S22,13,TAMIL NADU,VILUPPURAM,4,MUTHAIYAN K DR,Dravida Munnetra Kazhagam
S22,13,TAMIL NADU,VILUPPURAM,5,RANI K,Indian National Congress
S22,13,TAMIL NADU,VILUPPURAM,6,RAJENDRAN S,All India Anna Dravida Munnetra Kazhagam
S22,13,TAMIL NADU,VILUPPURAM,7,VENKATESAN M,Communist Party of India  (Marxist-Leninist)  (Liberation)
S22,13,TAMIL NADU,VILUPPURAM,8,ARASAN K,Independent
S22,13,TAMIL NADU,VILUPPURAM,9,ARUMUGAM R,Independent
S22,13,TAMIL NADU,VILUPPURAM,10,UMASANKAR M,Independent
S22,13,TAMIL NADU,VILUPPURAM,11,ELUMALAI D,Independent
S22,13,TAMIL NADU,VILUPPURAM,12,KADRVEL M,Independent
S22,13,TAMIL NADU,VILUPPURAM,13,SRINIVASAN K,Independent
S22,13,TAMIL NADU,VILUPPURAM,14,DESINGU K,Independent
S22,13,TAMIL NADU,VILUPPURAM,15,DEVI S,Independent
S22,13,TAMIL NADU,VILUPPURAM,16,MUTHAIYAN N,Independent
S22,13,TAMIL NADU,VILUPPURAM,17,MUTHIYAN,Independent
S22,13,TAMIL NADU,VILUPPURAM,18,RAMESH A,Independent
S22,13,TAMIL NADU,VILUPPURAM,19,RAJAMANICKAM K,Independent
S22,13,TAMIL NADU,VILUPPURAM,20,VENKATESAN S,Independent
S22,14,TAMIL NADU,KALLAKURICHI,1,ESWARAN. V. P,Desiya Murpokku Dravida Kazhagam
S22,14,TAMIL NADU,KALLAKURICHI,2,KAMARAJ. K,All India Anna Dravida Munnetra Kazhagam
S22,14,TAMIL NADU,KALLAKURICHI,3,SAKTHIVEL.S,Bahujan Samaj Party
S22,14,TAMIL NADU,KALLAKURICHI,4,DEVADASS. R,Indian National Congress
S22,14,TAMIL NADU,KALLAKURICHI,5,MANIMARAN. R,Dravida Munnetra Kazhagam
S22,14,TAMIL NADU,KALLAKURICHI,6,PERUMAL. A. K.,Jharkhand Mukti Morcha  (Ulgulan)
S22,14,TAMIL NADU,KALLAKURICHI,7,MOHAMMED YASIN. K,Aam Aadmi Party
S22,14,TAMIL NADU,KALLAKURICHI,8,RAMACHANDIRAN. T,Independent
S22,14,TAMIL NADU,KALLAKURICHI,9,KAMARAJ. R,Independent
S22,14,TAMIL NADU,KALLAKURICHI,10,GOVINDASAMY.A,Independent
S22,14,TAMIL NADU,KALLAKURICHI,11,SEKAR. K,Independent
S22,14,TAMIL NADU,KALLAKURICHI,12,NARAYANSAMY. P,Independent
S22,14,TAMIL NADU,KALLAKURICHI,13,PANDIAN. R,Independent
S22,14,TAMIL NADU,KALLAKURICHI,14,BOJAN. G,Independent
S22,14,TAMIL NADU,KALLAKURICHI,15,MANNAN. M. P,Independent
S22,14,TAMIL NADU,KALLAKURICHI,16,MADAIYAN. S,Independent
S22,14,TAMIL NADU,KALLAKURICHI,17,LAKSHMANAN. S,Independent
S22,14,TAMIL NADU,KALLAKURICHI,18,VARADAN. M,Independent
S22,14,TAMIL NADU,KALLAKURICHI,19,VENNILA.  K,Independent
S22,14,TAMIL NADU,KALLAKURICHI,20,VELLIYAN. K,Independent
S22,14,TAMIL NADU,KALLAKURICHI,21,VETRIVEL. K,Independent
S22,14,TAMIL NADU,KALLAKURICHI,22,SHAJAHAN. A,Independent
S22,15,TAMIL NADU,SALEM,1,UMARANI. S,Dravida Munnetra Kazhagam
S22,15,TAMIL NADU,SALEM,2,SUDHISH L K,Desiya Murpokku Dravida Kazhagam
S22,15,TAMIL NADU,SALEM,3,PANNERSELVAM.V,All India Anna Dravida Munnetra Kazhagam
S22,15,TAMIL NADU,SALEM,4,RANGARAJAN MOHAN KUMARAMANGALAM,Indian National Congress
S22,15,TAMIL NADU,SALEM,5,VINAYAGAMOORTHI T,Bahujan Samaj Party
S22,15,TAMIL NADU,SALEM,6,SHANMUGAM G,Makkal Manadu Katchi
S22,15,TAMIL NADU,SALEM,7,SATHEESH KUMAR E,Aam Aadmi Party
S22,15,TAMIL NADU,SALEM,8,MASS GANESH A,Thrinamool Tamil Nadu Congress
S22,15,TAMIL NADU,SALEM,9,VENKATESAN R,Republican Party of India (A)
S22,15,TAMIL NADU,SALEM,10,M AHAMED SHAHJAHAN,Independent
S22,15,TAMIL NADU,SALEM,11,ABDUL WAHID I,Independent
S22,15,TAMIL NADU,SALEM,12,ARUMUGAM M,Independent
S22,15,TAMIL NADU,SALEM,13,UMARANI S,Independent
S22,15,TAMIL NADU,SALEM,14,KANDASAMY R,Independent
S22,15,TAMIL NADU,SALEM,15,KUPPAYEE R,Independent
S22,15,TAMIL NADU,SALEM,16,GOVINDARAJU K,Independent
S22,15,TAMIL NADU,SALEM,17,SAKTHIVEL S,Independent
S22,15,TAMIL NADU,SALEM,18,CHINNUSAMY N,Independent
S22,15,TAMIL NADU,SALEM,19,SENTHIL KUMAR M,Independent
S22,15,TAMIL NADU,SALEM,20,THIAGARAJAN K,Independent
S22,15,TAMIL NADU,SALEM,21,NANDAKUMAR G,Independent
S22,15,TAMIL NADU,SALEM,22,PANNEERSELVAM N,Independent
S22,15,TAMIL NADU,SALEM,23,PRAKASAM R,Independent
S22,15,TAMIL NADU,SALEM,24,RAJA A,Independent
S22,15,TAMIL NADU,SALEM,25,RAJAKANNU A,Independent
S22,16,TAMIL NADU,NAMAKKAL,1,GANDHISELVAN.S,Dravida Munnetra Kazhagam
S22,16,TAMIL NADU,NAMAKKAL,2,SUNDARAM P.R,All India Anna Dravida Munnetra Kazhagam
S22,16,TAMIL NADU,NAMAKKAL,3,SUBRAMANIYAN G.R,Indian National Congress
S22,16,TAMIL NADU,NAMAKKAL,4,SELVARAJ.R,Bahujan Samaj Party
S22,16,TAMIL NADU,NAMAKKAL,5,VEL S.K,Desiya Murpokku Dravida Kazhagam
S22,16,TAMIL NADU,NAMAKKAL,6,KALAIVANAN.M,Janata Dal  (Secular)
S22,16,TAMIL NADU,NAMAKKAL,7,CHELLAKUMARASAMY.T.S(DR),Aam Aadmi Party
S22,16,TAMIL NADU,NAMAKKAL,8,GNANAPANDITHAN.P,Republican Party of India (A)
S22,16,TAMIL NADU,NAMAKKAL,9,VADIVEL.R,Ulzaipali Makkal Katchy
S22,16,TAMIL NADU,NAMAKKAL,10,VELUSAMY.S,Tamil Nadu Makkal Congress
S22,16,TAMIL NADU,NAMAKKAL,11,RAMASAMY.P,Independent
S22,16,TAMIL NADU,NAMAKKAL,12,RAMAJEYAM.G,Independent
S22,16,TAMIL NADU,NAMAKKAL,13,KRISHNAN.M,Independent
S22,16,TAMIL NADU,NAMAKKAL,14,GUNASEKARAN.S,Independent
S22,16,TAMIL NADU,NAMAKKAL,15,SAKTHIVEL.S.P,Independent
S22,16,TAMIL NADU,NAMAKKAL,16,SIVAJI.S.M,Independent
S22,16,TAMIL NADU,NAMAKKAL,17,SUBRAMANI.S,Independent
S22,16,TAMIL NADU,NAMAKKAL,18,SELVAM.G,Independent
S22,16,TAMIL NADU,NAMAKKAL,19,SELVARAJ.S,Independent
S22,16,TAMIL NADU,NAMAKKAL,20,DHARMALINGAM.M,Independent
S22,16,TAMIL NADU,NAMAKKAL,21,NATARAJAN.M,Independent
S22,16,TAMIL NADU,NAMAKKAL,22,PANNEERSELVAM.S,Independent
S22,16,TAMIL NADU,NAMAKKAL,23,PERUMAL.A,Independent
S22,16,TAMIL NADU,NAMAKKAL,24,PONMUDI.P,Independent
S22,16,TAMIL NADU,NAMAKKAL,25,MURALI.V,Independent
S22,16,TAMIL NADU,NAMAKKAL,26,RAMASAMY.N,Independent
S22,17,TAMIL NADU,ERODE,1,GOPI P,Indian National Congress
S22,17,TAMIL NADU,ERODE,2,SELVAKUMARA CHINNAYAN S,All India Anna Dravida Munnetra Kazhagam
S22,17,TAMIL NADU,ERODE,3,SETHUPATHY,Bahujan Samaj Party
S22,17,TAMIL NADU,ERODE,4,PAVITHRAVALLI H,Dravida Munnetra Kazhagam
S22,17,TAMIL NADU,ERODE,5,GANESHAMURTHI.A,Marumalarchi Dravida Munnetra Kazhagam
S22,17,TAMIL NADU,ERODE,6,GUNASEKARAN T.K,United Communist Party of India
S22,17,TAMIL NADU,ERODE,7,KUMARASAMY K.K,Aam Aadmi Party
S22,17,TAMIL NADU,ERODE,8,PALANIAPPAN JOSIYAR C.M,Communist Party of India (Marxist-Leninist) Red Star
S22,17,TAMIL NADU,ERODE,9,THANGARAJ V,Independent
S22,17,TAMIL NADU,ERODE,10,DURAISAMY.A,Independent
S22,17,TAMIL NADU,ERODE,11,MAYILSAMY K,Independent
S22,17,TAMIL NADU,ERODE,12,MURUGESAN_S,Independent
S22,17,TAMIL NADU,ERODE,13,RAJAGOPAL V,Independent
S22,17,TAMIL NADU,ERODE,14,VIJAYAKUMAR S,Independent
S22,18,TAMIL NADU,TIRUPPUR,1,E.V.K.S. ELANGOVAN,Indian National Congress
S22,18,TAMIL NADU,TIRUPPUR,2,N.GURUSAMY,Bahujan Samaj Party
S22,18,TAMIL NADU,TIRUPPUR,3,V.SATHYABAMA,All India Anna Dravida Munnetra Kazhagam
S22,18,TAMIL NADU,TIRUPPUR,4,K.SUBBARAYAN,Communist Party of India
S22,18,TAMIL NADU,TIRUPPUR,5,M.SENTHILNATHAN,Dravida Munnetra Kazhagam
S22,18,TAMIL NADU,TIRUPPUR,6,N.DINESHKUMAR,Desiya Murpokku Dravida Kazhagam
S22,18,TAMIL NADU,TIRUPPUR,7,R.GOPALSAMY,Lok Satta Party
S22,18,TAMIL NADU,TIRUPPUR,8,R.CHAKRAVARTHI RAJA GOPALA KRISHNAN,Aam Aadmi Party
S22,18,TAMIL NADU,TIRUPPUR,9,N.SIVAKUMAR,Ulzaipali Makkal Katchy
S22,18,TAMIL NADU,TIRUPPUR,10,R.MURUGESAN,Makkal Manadu Katchi
S22,18,TAMIL NADU,TIRUPPUR,11,J.LAXMI,Communist Party of India (Marxist-Leninist) Red Star
S22,18,TAMIL NADU,TIRUPPUR,12,R.SATHYABAMA,Independent
S22,18,TAMIL NADU,TIRUPPUR,13,R.SATHYABHAMA,Independent
S22,18,TAMIL NADU,TIRUPPUR,14,K.SENTHILKUMAR,Independent
S22,18,TAMIL NADU,TIRUPPUR,15,T.S.SENTHILKUMAR,Independent
S22,18,TAMIL NADU,TIRUPPUR,16,P.SELVABOOBATHI,Independent
S22,18,TAMIL NADU,TIRUPPUR,17,S.K.DINESHKUMAR,Independent
S22,18,TAMIL NADU,TIRUPPUR,18,R.NANDHAKUMAR,Independent
S22,18,TAMIL NADU,TIRUPPUR,19,M.PALANISAMY,Independent
S22,18,TAMIL NADU,TIRUPPUR,20,P.BALASUBRAMANIYAN,Independent
S22,18,TAMIL NADU,TIRUPPUR,21,A.PONNUSAMY,Independent
S22,18,TAMIL NADU,TIRUPPUR,22,R.R.MURUGAN,Independent
S22,18,TAMIL NADU,TIRUPPUR,23,A.MOGHEETH KHAN,Independent
S22,18,TAMIL NADU,TIRUPPUR,24,M.RAJENDRAN,Independent
S22,18,TAMIL NADU,TIRUPPUR,25,PASTOR A.JAMES,Independent
S22,18,TAMIL NADU,TIRUPPUR,26,A.K.SHEIKDAVOOD,Independent
S22,19,TAMIL NADU,NILGIRIS,1,"RAJA, A.",Dravida Munnetra Kazhagam
S22,19,TAMIL NADU,NILGIRIS,2,"KALA, M.",Bahujan Samaj Party
S22,19,TAMIL NADU,NILGIRIS,3,"GANDHI, P.",Indian National Congress
S22,19,TAMIL NADU,NILGIRIS,4,"GOPALAKRISHNAN, C.",All India Anna Dravida Munnetra Kazhagam
S22,19,TAMIL NADU,NILGIRIS,5,"RANI, M.T.",Aam Aadmi Party
S22,19,TAMIL NADU,NILGIRIS,6,"ESWARAN, T.",Makkal Manadu Katchi
S22,19,TAMIL NADU,NILGIRIS,7,"GUNASEKARAN, K.",Republican Party of India (A)
S22,19,TAMIL NADU,NILGIRIS,8,"PONNUSAMY, P.",Communist Party of India (Marxist-Leninist) Red Star
S22,19,TAMIL NADU,NILGIRIS,9,"SUBRAMANIYAM, P.",Independent
S22,19,TAMIL NADU,NILGIRIS,10,"BALAN, P.P.",Independent
S22,20,TAMIL NADU,COIMBATORE,1,"GANESHKUMAR, K.",Dravida Munnetra Kazhagam
S22,20,TAMIL NADU,COIMBATORE,2,"TAMILNADU SELVAM, ERA.",Bahujan Samaj Party
S22,20,TAMIL NADU,COIMBATORE,3,"NATARAJAN, P.R.",Communist Party of India  (Marxist)
S22,20,TAMIL NADU,COIMBATORE,4,"NAGARAJAN, P.",All India Anna Dravida Munnetra Kazhagam
S22,20,TAMIL NADU,COIMBATORE,5,"PRABHU, R.",Indian National Congress
S22,20,TAMIL NADU,COIMBATORE,6,"RADHAKRISHNAN, C.P.",Bharatiya Janata Party
S22,20,TAMIL NADU,COIMBATORE,7,"KALAPIRAR KUPPUSAMY, C.",Communist Party of India (Marxist-Leninist) Red Star
S22,20,TAMIL NADU,COIMBATORE,8,"CHANDRAN, D.",Communist Party of India  (Marxist-Leninist)  (Liberation)
S22,20,TAMIL NADU,COIMBATORE,9,PON CHANDRAN.,Aam Aadmi Party
S22,20,TAMIL NADU,COIMBATORE,10,"DORAISAMY, A.",Makkal Manadu Katchi
S22,20,TAMIL NADU,COIMBATORE,11,"JAGADEESWARAN, S.",Ulzaipali Makkal Katchy
S22,20,TAMIL NADU,COIMBATORE,12,"ABDUL SALAM, A.",Independent
S22,20,TAMIL NADU,COIMBATORE,13,"ALPHONESRAJ, M.",Independent
S22,20,TAMIL NADU,COIMBATORE,14,ANBUSELVAN.,Independent
S22,20,TAMIL NADU,COIMBATORE,15,"RAJAGOPAL, M.",Independent
S22,20,TAMIL NADU,COIMBATORE,16,"KANAGASABAPATHY, G.",Independent
S22,20,TAMIL NADU,COIMBATORE,17,"KITTUSAMY, P.",Independent
S22,20,TAMIL NADU,COIMBATORE,18,"SUBASH, K.R.",Independent
S22,20,TAMIL NADU,COIMBATORE,19,"TAMILSELVAN, K.",Independent
S22,20,TAMIL NADU,COIMBATORE,20,"NAGARAJ, S.",Independent
S22,20,TAMIL NADU,COIMBATORE,21,"MOHANRAJ, K.",Independent
S22,20,TAMIL NADU,COIMBATORE,22,"RANJITHKUMAR, M.",Independent
S22,20,TAMIL NADU,COIMBATORE,23,"RADHAKRISHNAN, R.",Independent
S22,20,TAMIL NADU,COIMBATORE,24,"JERLLD AMALAJOTHI, I.",Independent
S22,20,TAMIL NADU,COIMBATORE,25,"SRIDHARAN, S.",Independent
S22,21,TAMIL NADU,POLLACHI,1,ESWARAN.E.R.,Bharatiya Janata Party
S22,21,TAMIL NADU,POLLACHI,2,SELVARAJ,Indian National Congress
